0.113006 0.100000 0.024301 0.100000
0.100931 0.100000 0.074338 0.100000
0.100224 0.100000 0.095292 0.100000
0.088258 0.100000 0.146430 0.100000
0.117441 0.100000 0.084455 0.100000
0.117703 0.100000 0.073836 0.100000
0.087764 0.100000 0.117872 0.100000
0.076631 0.100000 0.038484 0.100000
0.099353 0.100000 0.138484 0.100000
0.109593 0.100000 0.109331 0.100000
0.093454 0.100000 0.050241 0.100000
0.087922 0.100000 0.051353 0.100000
0.073284 0.100000 0.149387 0.100000
0.089497 0.100000 0.046168 0.100000
0.103297 0.100000 0.056130 0.100000
0.106164 0.100000 0.109671 0.100000
0.096303 0.100000 0.099304 0.100000
0.139086 0.100000 0.223930 0.100000
0.082046 0.100000 0.117288 0.100000
0.100960 0.100000 0.129772 0.100000
0.079548 0.100000 0.079562 0.100000
0.107555 0.100000 0.101326 0.100000
0.099229 0.100000 0.056527 0.100000
0.099360 0.100000 0.104200 0.100000
0.108505 0.100000 0.111819 0.100000
0.081678 0.100000 0.035520 0.100000
0.100129 0.100000 0.105466 0.100000
0.077140 0.100000 0.125745 0.100000
0.086716 0.100000 0.027248 0.100000
0.098336 0.100000 0.075372 0.100000
0.092976 0.100000 0.059179 0.100000
0.097799 0.100000 0.096714 0.100000
0.098208 0.100000 0.100034 0.100000
0.114521 0.100000 0.137899 0.100000
0.102639 0.100000 0.066832 0.100000
0.108953 0.100000 0.079611 0.100000
0.129083 0.100000 0.123801 0.100000
0.091698 0.100000 0.130849 0.100000
0.107167 0.100000 0.093482 0.100000
0.084244 0.100000 0.098791 0.100000
0.104279 0.100000 0.117772 0.100000
0.078903 0.100000 0.087926 0.100000
0.105022 0.100000 0.121429 0.100000
0.102212 0.100000 0.047783 0.100000
0.108423 0.100000 0.052330 0.100000
0.108196 0.100000 0.059462 0.100000
0.081022 0.100000 0.026915 0.100000
0.079609 0.100000 0.116584 0.100000
0.107045 0.100000 0.065192 0.100000
0.109502 0.100000 0.052324 0.100000
0.114285 0.100000 0.059957 0.100000
0.118336 0.100000 0.055604 0.100000
0.090030 0.100000 0.039651 0.100000
0.066240 0.100000 0.090641 0.100000
0.083097 0.100000 0.061696 0.100000
0.085659 0.100000 0.181273 0.100000
0.085129 0.100000 0.113073 0.100000
0.104886 0.100000 0.142033 0.100000
0.128874 0.100000 0.132962 0.100000
0.086740 0.100000 0.110115 0.100000
0.103906 0.100000 0.038296 0.100000
0.102183 0.100000 0.113615 0.100000
0.097209 0.100000 0.091779 0.100000
0.102300 0.100000 0.088839 0.100000
0.106151 0.100000 0.052969 0.100000
0.118900 0.100000 0.104017 0.100000
0.085334 0.100000 0.073706 0.100000
0.081900 0.100000 0.225132 0.100000
0.085950 0.100000 0.082979 0.100000
0.095079 0.100000 0.123937 0.100000
0.112162 0.100000 0.041794 0.100000
0.102817 0.100000 0.087169 0.100000
0.086671 0.100000 0.121536 0.100000
0.091023 0.100000 0.131252 0.100000
0.078139 0.100000 0.131455 0.100000
0.158394 0.100000 0.131344 0.100000
0.091107 0.100000 0.040628 0.100000
0.098818 0.100000 0.099734 0.100000
0.093481 0.100000 0.090454 0.100000
0.088014 0.100000 0.056011 0.100000
0.090079 0.100000 0.067395 0.100000
0.073959 0.100000 0.149510 0.100000
0.125740 0.100000 0.211112 0.100000
0.070552 0.100000 0.207417 0.100000
0.098763 0.100000 0.106832 0.100000
0.085525 0.100000 0.085926 0.100000
0.071667 0.100000 0.037230 0.100000
0.129859 0.100000 0.087339 0.100000
0.107888 0.100000 0.086887 0.100000
0.098585 0.100000 0.092228 0.100000
0.098409 0.100000 0.134960 0.100000
0.092721 0.100000 0.072484 0.100000
0.103427 0.100000 0.030687 0.100000
0.099854 0.100000 0.163600 0.100000
0.106373 0.100000 0.071815 0.100000
0.093422 0.100000 0.075871 0.100000
0.098225 0.100000 0.084378 0.100000
0.100619 0.100000 0.184243 0.100000
0.108612 0.100000 0.143945 0.100000
0.093688 0.100000 0.151959 0.100000
0.091074 0.100000 0.050406 0.100000
0.105574 0.100000 0.083008 0.100000
0.086829 0.100000 0.102199 0.100000
0.092474 0.100000 0.105102 0.100000
0.103847 0.100000 0.049562 0.100000
0.094227 0.100000 0.175292 0.100000
0.109139 0.100000 0.072446 0.100000
0.090204 0.100000 0.076802 0.100000
0.110181 0.100000 0.067726 0.100000
0.078544 0.100000 0.093000 0.100000
0.111106 0.100000 0.098073 0.100000
0.085562 0.100000 0.095740 0.100000
0.151681 0.100000 0.033153 0.100000
0.099720 0.100000 0.123297 0.100000
0.097004 0.100000 0.053614 0.100000
0.100441 0.100000 0.058670 0.100000
0.111843 0.100000 0.057434 0.100000
0.084535 0.100000 0.081569 0.100000
0.087031 0.100000 0.097961 0.100000
0.098195 0.100000 0.103984 0.100000
0.097001 0.100000 0.116709 0.100000
0.102773 0.100000 0.091019 0.100000
0.071359 0.100000 0.079554 0.100000
0.102810 0.100000 0.143075 0.100000
0.105610 0.100000 0.070350 0.100000
0.103519 0.100000 0.231201 0.100000
0.104938 0.100000 0.093533 0.100000
0.120125 0.100000 0.160403 0.100000
0.113851 0.100000 0.056103 0.100000
0.111608 0.100000 0.062213 0.100000
0.096060 0.100000 0.076626 0.100000
0.115693 0.100000 0.130194 0.100000
0.094365 0.100000 0.074901 0.100000
0.133357 0.100000 0.082153 0.100000
0.108256 0.100000 0.038922 0.100000
0.105522 0.100000 0.044167 0.100000
0.144841 0.100000 0.247249 0.100000
0.090425 0.100000 0.050904 0.100000
0.100761 0.100000 0.082891 0.100000
0.093392 0.100000 0.063172 0.100000
0.083306 0.100000 0.111619 0.100000
0.094939 0.100000 0.088882 0.100000
0.098774 0.100000 0.112313 0.100000
0.085407 0.100000 0.096109 0.100000
0.154874 0.100000 0.144798 0.100000
0.124593 0.100000 0.046036 0.100000
0.091567 0.100000 0.107738 0.100000
0.096345 0.100000 0.079548 0.100000
0.108733 0.100000 0.057612 0.100000
